time	V(vo)
2.698424573155889e-04	9.789783e+00
2.698424573155899e-04	9.789783e+00
2.698424573155919e-04	9.789783e+00
2.698424573155928e-04	9.789783e+00
2.698424573155949e-04	9.789783e+00
2.698424573155989e-04	9.789783e+00
2.698424573156069e-04	9.789783e+00
2.698424573156229e-04	9.789783e+00
2.698424573156549e-04	9.789783e+00
2.698424573156629e-04	9.789783e+00
2.698424573156649e-04	9.789783e+00
2.698424573156659e-04	9.789783e+00
2.698424573156668e-04	9.789783e+00
2.698424573156678e-04	9.789783e+00
2.698424573156698e-04	9.789783e+00
2.698424573156738e-04	9.789783e+00
2.698424573156748e-04	9.789783e+00
2.698424573156768e-04	9.789783e+00
2.698424573156808e-04	9.789783e+00
2.698424573156818e-04	9.789783e+00
2.698424573156838e-04	9.789783e+00
2.698424573156848e-04	9.789783e+00
2.698424573156858e-04	9.789783e+00
2.698424573156878e-04	9.789783e+00
2.698424573156918e-04	9.789783e+00
2.698424573156928e-04	9.789783e+00
2.698424573156948e-04	9.789783e+00
2.698424573156988e-04	9.789783e+00
2.698424573156997e-04	9.789783e+00
2.698424573157018e-04	9.789783e+00
2.698424573157058e-04	9.789783e+00
2.698424573157138e-04	9.789783e+00
2.698424573157158e-04	9.789783e+00
2.698424573157198e-04	9.789783e+00
2.698424573157278e-04	9.789783e+00
2.698424573157298e-04	9.789783e+00
2.698424573157338e-04	9.789783e+00
2.698424573157419e-04	9.789783e+00
2.698424573157579e-04	9.789783e+00
2.698424573157588e-04	9.789783e+00
2.698424573157598e-04	9.789783e+00
2.698424573157608e-04	9.789783e+00
2.698424573157618e-04	9.789783e+00
2.698424573157627e-04	9.789783e+00
2.698424573157647e-04	9.789783e+00
2.698424573157688e-04	9.789783e+00
2.698424573157697e-04	9.789783e+00
2.698424573157717e-04	9.789783e+00
2.698424573157758e-04	9.789783e+00
2.698424573157838e-04	9.789783e+00
2.698424573157998e-04	9.789783e+00
2.698424573158007e-04	9.789783e+00
2.698424573158017e-04	9.789783e+00
2.698424573158027e-04	9.789783e+00
2.698424573158037e-04	9.789783e+00
2.698424573158046e-04	9.789783e+00
2.698424573158056e-04	9.789783e+00
2.698424573158066e-04	9.789783e+00
2.698424573158086e-04	9.789783e+00
2.698424573158126e-04	9.789783e+00
2.698424573158136e-04	9.789783e+00
2.698424573158156e-04	9.789783e+00
2.698424573158166e-04	9.789783e+00
2.698424573158186e-04	9.789783e+00
2.698424573158196e-04	9.789783e+00
2.698424573158205e-04	9.789783e+00
2.698424573158215e-04	9.789783e+00
2.698424573158235e-04	9.789783e+00
2.698424573158245e-04	9.789783e+00
2.698424573158255e-04	9.789783e+00
2.698424573158264e-04	9.789783e+00
2.698424573158274e-04	9.789783e+00
2.698424573158284e-04	9.789783e+00
2.698424573158294e-04	9.789783e+00
2.698424573158303e-04	9.789783e+00
2.698424573158313e-04	9.789783e+00
2.698424573158323e-04	9.789783e+00
2.698424573158343e-04	9.789783e+00
2.698424573158383e-04	9.789783e+00
2.698424573158393e-04	9.789783e+00
2.698424573158403e-04	9.789783e+00
2.698424573158423e-04	9.789783e+00
2.698424573158463e-04	9.789783e+00
2.698424573158543e-04	9.789783e+00
2.698424573158563e-04	9.789783e+00
2.698424573158573e-04	9.789783e+00
2.698424573158583e-04	9.789783e+00
2.698424573158592e-04	9.789783e+00
2.698424573158602e-04	9.789783e+00
2.698424573158622e-04	9.789783e+00
2.698424573158662e-04	9.789783e+00
2.698424573158672e-04	9.789783e+00
2.698424573158682e-04	9.789783e+00
2.698424573158702e-04	9.789783e+00
2.698424573158712e-04	9.789783e+00
2.698424573158732e-04	9.789783e+00
2.698424573158772e-04	9.789783e+00
2.698424573158782e-04	9.789783e+00
2.698424573158791e-04	9.789783e+00
2.698424573158801e-04	9.789783e+00
2.698424573158821e-04	9.789783e+00
2.698424573158861e-04	9.789783e+00
2.698424573158941e-04	9.789783e+00
2.698424573158951e-04	9.789783e+00
2.698424573158961e-04	9.789783e+00
2.698424573158981e-04	9.789783e+00
2.698424573159021e-04	9.789783e+00
2.698424573159031e-04	9.789783e+00
2.698424573159051e-04	9.789783e+00
2.698424573159091e-04	9.789783e+00
2.698424573159171e-04	9.789783e+00
2.698424573159191e-04	9.789783e+00
2.698424573159201e-04	9.789783e+00
2.698424573159221e-04	9.789783e+00
2.698424573159231e-04	9.789783e+00
2.698424573159241e-04	9.789783e+00
2.698424573159250e-04	9.789783e+00
2.698424573159271e-04	9.789783e+00
2.698424573159280e-04	9.789783e+00
2.698424573159290e-04	9.789783e+00
2.698424573159310e-04	9.789783e+00
2.698424573159350e-04	9.789783e+00
2.698424573159360e-04	9.789783e+00
2.698424573159370e-04	9.789783e+00
2.698424573159390e-04	9.789783e+00
